ID,furnace,role,Description,UoM,pass
01TI0430.PV,1HC,feed_coilT,FD COIL     1-H-1C,C,
01TI0431.PV,1HC,feed_coilT,FD COIL      1-H-1C,C,
01TI0429.PV,1HC,feed_coilT,FD COIL     1-H-1C,C,
01TI0529.PV,1HD,feed_coilT,FD COIL     1-H-1D,C,
01TI0729.PV,1HF,feed_coilT,FD COIL     1-H-1F,C,
01TI08311.PV,1HG,feed_coilT,FD COIL     1-H-1G,C,
01TI08321.PV,1HG,feed_coilT,FD COIL     1-H-1G,C,
01TI08301.PV,1HG,feed_coilT,FD COIL     1-H-1G,C,
01TI08291.PV,1HG,feed_coilT,FD COIL     1-H-1G,C,
01AI1521.PV,1HB,effluent_GC,1-H-1B      C2H4,WT%,
01AI1623.PV,1HC,effluent_GC,1-H-1C      C3H6,WT%,
01AI1421.PV,1HA,effluent_GC,1-H-1A      C2H4,WT%,
01AI1924.PV,1HF,effluent_GC,1-H-1F      C3H8,WT%,
01AI1624.PV,1HC,effluent_GC,1-H-1C      C3H8,WT%,
01AI1822.PV,1HE,effluent_GC,1-H-1E      C2H6,WT%,
01AI1820.PV,1HE,effluent_GC,1-H-1E      CH4,WT%,
01AI1923.PV,1HF,effluent_GC,1-H-1F      C3H6,WT%,
01AI1724.PV,1HD,effluent_GC,1-H-1D      C3H8,WT%,
01AI1922.PV,1HF,effluent_GC,1-H-1F      C2H6,WT%,
01AI1422.PV,1HA,effluent_GC,1-H-1A      C2H6,WT%,
01AI1621.PV,1HC,effluent_GC,1-H-1C      C2H4,WT%,
01AI1622.PV,1HC,effluent_GC,1-H-1C      C2H6,WT%,
01AI1821.PV,1HE,effluent_GC,1-H-1E      C2H4,WT%,
01AI1720.PV,1HD,effluent_GC,1-H-1D      CH4,WT%,
01AI1721.PV,1HD,effluent_GC,1-H-1D      C2H4,WT%,
01AI1522.PV,1HB,effluent_GC,1-H-1B      C2H6,WT%,
01AI1523.PV,1HB,effluent_GC,1-H-1B      C3H6,WT%,
01AI1620.PV,1HC,effluent_GC,1-H-1C      CH4,WT%,
01AI1424.PV,1HA,effluent_GC,1-H-1A      C3H8,WT%,
01AI1722.PV,1HD,effluent_GC,1-H-1D      C2H6,WT%,
01AI1723.PV,1HD,effluent_GC,1-H-1D      C3H6,WT%,
01AI1824.PV,1HE,effluent_GC,1-H-1E      C3H8,WT%,
01AI1823.PV,1HE,effluent_GC,1-H-1E      C3H6,WT%,
01AI1524.PV,1HB,effluent_GC,1-H-1B      C3H8,WT%,
01AI1921.PV,1HF,effluent_GC,1-H-1F      C2H4,WT%,
01AI1420.PV,1HA,effluent_GC,1-H-1A      CH4,WT%,
01AI1423.PV,1HA,effluent_GC,1-H-1A      C3H6,WT%,
01AI1520.PV,1HB,effluent_GC,1-H-1B      CH4,WT%,
01AI1920.PV,1HF,effluent_GC,1-H-1F      CH4,WT%,
01AI0112.PV,PLANT,feed_GC,FEED FUR       C4H10,WT%,
01AI0111.PV,PLANT,feed_GC,FEED TO     FUR C3H8,WT%,
01AI0110.PV,PLANT,feed_GC,FEED TO     FUR C2H6,WT%,
01AI0121.PV,PLANT,feed_GC,FEED TO     FUR C3H8,WT%,
01AI0122.PV,PLANT,feed_GC,FEED FUR       C4H10,WT%,
01AI0113.PV,PLANT,feed_GC,FEED FUR       C5+,WT%,
01AI0123.PV,PLANT,feed_GC,FEED FUR       C5+,WT%,
01AI0114.PV,PLANT,feed_GC,FEED FUR       CO2,PPM,
01AI0120.PV,PLANT,feed_GC,FEED TO     FUR C2H6,WT%,
01AI0124.PV,PLANT,feed_GC,FEED FUR       CO2,PPM,
